filename,title,date,age_years,status,priority_score,technologies_str,deprecated_services_str,deprecated_versions_str,reasoning,recommended_action
2023-06-12-Python-Deployments-File-not-found-and-filesystem-directory-differences-with-app-content.md,Python Deployments: 'File not found' and filesystem directory differences with app content,2023-06-12,2.2,update_required,8,azure app service on linux; python; troubleshooting,,,"Post is 2.2 years old, should be reviewed",LOW: Review and refresh content
2023-06-14-PHP-Deployments-could-not-open-object-file-no-such-file-or-directory.md,PHP Deployments: cannot open shared object file: no such file or directory,2023-06-14,2.2,update_required,8,azure app service on linux; dotnet; troubleshooting; php; docker,,,"Post is 2.2 years old, should be reviewed",LOW: Review and refresh content
2023-06-19-App-service-recommendations-for-php-version-upgrades-and-end-of-life.md,App Service recommendations for PHP version upgrades and end of life,2023-06-19,2.2,update_required,8,"azure app service on linux, azure app service on windows; configuration; dotnet; eof; migration; php",,php 5.,"Post is 2.2 years old, should be reviewed; References deprecated technology versions: php 5.",MEDIUM: Update technology versions
2023-06-19-PHP-performance-AH00161-server-reached-MaxRequestWorker-setting.md,PHP performance: AH00161: server reached MaxRequestWorkers setting,2023-06-19,2.2,update_required,8,azure app service on linux; troubleshooting; performance; php; docker,,,"Post is 2.2 years old, should be reviewed",LOW: Review and refresh content
2023-06-21-PHP-configuration-Customizing-NGINXs-error-page-handling.md,PHP configuration: Customizing NGINX's error page handling,2023-06-21,2.2,update_required,8,azure app service on linux; php; configuration; docker,,php 5.; php 7.0,"Post is 2.2 years old, should be reviewed; References deprecated technology versions: php 5., php 7.0",MEDIUM: Update technology versions
2023-06-27-PHP-deployments-Troubleshooting-PHP-deployments-on-App-Service-Linux-with-Oryx.md,PHP Deployments: Troubleshooting PHP deployments on App Service Linux with Oryx,2023-06-27,2.2,update_required,8,azure app service on linux; dotnet; deployment; nodejs; php,,php 7.0,"Post is 2.2 years old, should be reviewed; References deprecated technology versions: php 7.0",MEDIUM: Update technology versions
2023-06-27-Troubleshooting-Bring-Back-SSH-for-App-Service-(Blessed)-Images.md,Troubleshooting Bring Back SSH for App Service (Blessed) Images,2023-06-27,2.2,update_required,8,python; app service; azure app service on linux; dotnet; docker; deployment; java; troubleshooting,,java 8,"Post is 2.2 years old, should be reviewed; References deprecated technology versions: java 8",MEDIUM: Update technology versions
2023-06-30-Using-and-troubleshooting-Azure-DevOps-with-Container-Apps.md,Using and troubleshooting Azure DevOps with Container Apps,2023-06-30,2.2,update_required,8,troubleshooting; container apps; deployment; php; docker,,,"Post is 2.2 years old, should be reviewed",LOW: Review and refresh content
2023-07-06-PHP-availability-Troubleshooting-common-availability-scenarios.md,PHP availability: Troubleshooting PHP availability scenarios,2023-07-06,2.2,update_required,8,azure app service on linux; dotnet; troubleshooting; php; docker,,,"Post is 2.2 years old, should be reviewed",LOW: Review and refresh content
2023-07-06-PHP-performance-Disk-IO-causing-slow-performance.md,PHP performance: Disk I/O causing poor performance,2023-07-06,2.2,update_required,8,azure app service on linux; dotnet; troubleshooting; php; docker,,,"Post is 2.2 years old, should be reviewed",LOW: Review and refresh content
2023-07-10-PHP-performance-Profilers-and-debuggers-for-PHP-applications-on-App-Service-Linux.md,PHP performance: Profilers and debuggers for PHP applications on App Service Linux,2023-07-10,2.2,update_required,8,azure app service on linux; dotnet; performance; php; docker,,php 5.; php 7.4,"Post is 2.2 years old, should be reviewed; References deprecated technology versions: php 5., php 7.4",MEDIUM: Update technology versions
2023-07-13-Using-and-troubleshooting-GitHub-Actions-with-Container-Apps.md,Using and troubleshooting GitHub Actions with Container Apps,2023-07-13,2.1,update_required,8,troubleshooting; container apps; deployment; php; docker,,php 7.3,"Post is 2.1 years old, should be reviewed; References deprecated technology versions: php 7.3",MEDIUM: Update technology versions
2023-07-17-Troubleshooting-OCI-Runtime-Create-errors.md,Troubleshooting OCI runtime create errors,2023-07-17,2.1,update_required,8,python; troubleshooting; deployment; web apps for containers; docker,,,"Post is 2.1 years old, should be reviewed",LOW: Review and refresh content
2023-07-20-How-to-download-files-from-a-custom-container.md,How to download files from a custom container,2023-07-20,2.1,update_required,8,configuration; dotnet; docker; deployment; web apps for containers; troubleshooting,,,"Post is 2.1 years old, should be reviewed",LOW: Review and refresh content
2023-07-24-Troubleshooting-volume-mount-issues-on-Azure-Container-Apps.md,Troubleshooting volume mount issues on Azure Container Apps,2023-07-24,2.1,update_required,8,configuration; dotnet; kubernetes; troubleshooting; container apps; docker,,,"Post is 2.1 years old, should be reviewed",LOW: Review and refresh content
2023-07-27-wordpress-on-appservice-wpadmin-ip-restrictions.md,How to enable IP access restrictions on wp-admin for the WordPress on App Service offering,2023-07-27,2.1,update_required,8,how-to; wordpress; ip filtering; configuration; azure app service on linux; dotnet; access restrictions; php; nginx,,,"Post is 2.1 years old, should be reviewed",LOW: Review and refresh content
2023-07-31-Using-pack-cli-and-buildpacks-to-deploy-Dockerfile-less-apps-to-Web-App-for-Containers.md,Using pack cli and buildpacks to deploy Dockerfile-less apps to Web App for Containers,2023-07-31,2.1,update_required,8,python; configuration; azure app service on linux; pack cli; dotnet; buildpacks; java; deployment; nodejs; php; docker,,java 8,"Post is 2.1 years old, should be reviewed; References deprecated technology versions: java 8",MEDIUM: Update technology versions
2023-08-02-Tomcat-deployments-on-App-Service.md,"Tomcat deployments on App Service - War file location, behavior and troubleshooting",2023-08-02,2.1,update_required,8,configuration; azure app service on linux; dotnet; deployment; java; docker,,java 7,"Post is 2.1 years old, should be reviewed; References deprecated technology versions: java 7",MEDIUM: Update technology versions
2023-08-09-Deploying-Go-applications-to-App-Service-Linux-with-Azure-DevOps-pipelines.md,Deploying Go applications to App Service Linux with Azure DevOps pipelines,2023-08-09,2.1,update_required,8,python; configuration; azure app service on linux; dotnet; go; deployment; java,,,"Post is 2.1 years old, should be reviewed",LOW: Review and refresh content
2023-08-09-Deploying-Python-Applications-using-Github-Actions.md,Deploying Python Applications using Github Actions,2023-08-09,2.1,update_required,8,how-to; python; app service; azure app service on linux; github actions,,,"Post is 2.1 years old, should be reviewed",LOW: Review and refresh content
2023-08-14-Troubleshooting-HTTP-409s-when-deploying-to-App-Service.md,Troubleshooting HTTP 409's when deploying to Azure App Service,2023-08-14,2.1,update_required,8,azure app service on linux; deployment; configuration; azure app service on windows,,,"Post is 2.1 years old, should be reviewed",LOW: Review and refresh content
2023-08-17-Using-Xdebug-with-Wordpress-on-App-Service-Linux.md,Using Xdebug with Wordpress on App Service Linux,2023-08-17,2.1,update_required,8,wordpress; configuration; azure app service on linux; dotnet; deployment; php; docker,,,"Post is 2.1 years old, should be reviewed",LOW: Review and refresh content
2023-08-21-Deploying-Go-applications-App-Service-Linux-with-GitHub-Actions.md,Deploying Go applications to App Service Linux with GitHub Actions,2023-08-21,2.0,update_required,8,configuration; azure app service on linux; dotnet; go; deployment,,,"Post is 2.0 years old, should be reviewed",LOW: Review and refresh content
2023-08-23-Container-Apps-Troubleshooting-and-configuration-with-Health-Probes.md,Container Apps: Troubleshooting and configuration with Health Probes,2023-08-23,2.0,update_required,8,python; configuration; kubernetes; container apps; docker; deployment; nodejs; java; troubleshooting,,,"Post is 2.0 years old, should be reviewed",LOW: Review and refresh content
2023-08-25-Container-Apps-Troubleshooting-image-pull-errors.md,Container Apps: Troubleshooting image pull errors,2023-08-25,2.0,update_required,8,configuration; troubleshooting; container apps; deployment; docker,,,"Post is 2.0 years old, should be reviewed",LOW: Review and refresh content
2023-08-29-Container-Apps-Profiling-Java-applications-for-performance-issues.md,Container Apps: Profiling Java applications for performance issues,2023-08-29,2.0,update_required,8,configuration; dotnet; container apps; docker; deployment; java; troubleshooting,,java 7; java 8,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: java 7, java 8",MEDIUM: Update technology versions
2023-09-06-capturing-a-network-trace-aca.md,Container Apps: How to capture a network trace using TCPDUMP,2023-09-06,2.0,update_required,8,how-to; configuration; networking; container apps; network trace; docker; tcpdump; java; storage mounts; troubleshooting,,java 8,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: java 8",MEDIUM: Update technology versions
2024-01-18-Changing-php-fpm-pm-settings-in-App-Service-Wordpress-on-Linux.md,Changing php-fpm 'pm' settings in App Service Wordpress on Linux,2024-01-18,1.6,update_required,8,wordpress; configuration; azure app service on linux; deployment; php; docker,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2024-01-18-Installing-Oracle-database-instant-client-for-nodejs-on-Linux-and-Widows-apps-service.md,Installing Oracle database instant client for Nodejs on Linux and Widows apps service,2024-01-18,1.6,update_required,8,oracle database; oracle; how-to; azure app service on linux; dotnet; azure app service on windows; nodejs; java,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2024-01-19-Container-Apps-Backoff-restarts-and-container-exits.md,Container Apps - Backoff restarts and container exits,2024-01-19,1.6,update_required,8,configuration; kubernetes; troubleshooting; container apps; linux; docker,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2024-01-24-Using-mysql-client-to-connect-to-a-MySQL-db-from-App-Service-Linux.md,Using MySQL clients to connect to a MySQL database from App Service Linux,2024-01-24,1.6,update_required,8,network; configuration; azure app service on linux; linux; docker; troubleshooting,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2024-01-30-Wordpress-on-Linux-Configuring-NGINX.md,Wordpress on Linux - Configuring NGINX,2024-01-30,1.6,update_required,8,wordpress; configuration; azure app service on linux; dotnet; linux; docker; php; troubleshooting,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2024-02-05-NextJS-deployment-on-App-Service-Windows.md,NextJS deployment on App Service Windows,2024-02-05,1.6,update_required,8,npm; node; configuration; ssr; production; dotnet; spas; next; windows; azure app service on windows; yarn; docker; deployment; nodejs; deploy; troubleshooting,,nodejs 10.,"Post is 1.6 years old, should be reviewed; References deprecated technology versions: nodejs 10.",MEDIUM: Update technology versions
2024-02-12-Container-Apps-General-troubleshooting-with-Dapr-on-Container-Apps.md,Container Apps - General troubleshooting with Dapr on Container Apps,2024-02-12,1.6,update_required,8,python; configuration; dotnet; kubernetes; container apps; linux; docker; troubleshooting,,,"Post is 1.6 years old, should be reviewed",LOW: Review and refresh content
2024-04-15-Installing-intl-with-Wordpress-on-App-Service-Linux.md,Installing intl with Wordpress on App Service Linux,2024-04-15,1.4,update_required,8,wordpress; configuration; azure app service on linux; deployment; php; docker,,php 5.,References deprecated technology versions: php 5.,MEDIUM: Update technology versions
2024-04-18-Deploying-a-Python-Streamlit-app-to-App-Service-Linux.md,Deploying a Python Streamlit app to App Service Linux,2024-04-18,1.4,update_required,8,python; streamlit; azure app service on linux; github actions; dotnet; azure devops; docker; deployment; deploy; troubleshooting,,python 3.7,References deprecated technology versions: python 3.7,MEDIUM: Update technology versions
2024-04-22-Deploying-a-Python-FastAPI-app-to-App-Service-Linux.md,Deploying a Python FastAPI app to App Service Linux,2024-04-22,1.4,update_required,8,python; azure app service on linux; github actions; dotnet; troubleshooting; azure devops; docker; deployment; deploy; fastapi,,python 2.7; python 3.7,"References deprecated technology versions: python 2.7, python 3.7",MEDIUM: Update technology versions
2024-06-03-Configuring-datasources-with-JBoss-EAP-on-App-Service-Linux.md,Configuring datasources with JBoss EAP on App Service Linux,2024-06-03,1.3,update_required,8,jboss eap; configuration; azure app service on linux; dotnet; java; troubleshooting,,java 7; java 8,"References deprecated technology versions: java 7, java 8",MEDIUM: Update technology versions
2024-07-02-Java-on-App-Service-Linux-java-lang-NoSuchMethod-exceptions.md,Java on App Service Linux - java.lang.NoSuchMethod exceptions,2024-07-02,1.2,update_required,8,configuration; azure app service on linux; troubleshooting; java; docker,,java 7; java 8,"References deprecated technology versions: java 7, java 8",MEDIUM: Update technology versions
2024-07-30-Deploying-Angular-SSR-to-App-Service-Windows.md,Deploying Angular SSR (Universal) to App Service Windows,2024-07-30,1.1,update_required,8,github actions; dotnet; angular; azure app service on windows; azure devops; javascript; deployment; nodejs; deploy; troubleshooting,,nodejs 4.,References deprecated technology versions: nodejs 4.,MEDIUM: Update technology versions
2024-08-05-Java-on-Linux-App-Service-PKIX-path-building-failed.md,Java on App Service Linux - PKIX path building failed,2024-08-05,1.1,update_required,8,configuration; azure app service on linux; dotnet; docker; java; troubleshooting,,java 7; java 8,"References deprecated technology versions: java 7, java 8",MEDIUM: Update technology versions
2024-08-30-PHP-sessions-on-App-Service-Linux.md,PHP sessions on App Service Linux - 'Session data file is not created by your uid',2024-08-30,1.0,update_required,8,configuration; app service; azure app service on linux; how to; linux; php; docker,,php 5.,References deprecated technology versions: php 5.,MEDIUM: Update technology versions
