filename,title,author,date,age_years,status,reasoning,technologies_str,deprecated_services_str,deprecated_versions_str,recommendations_str,content_length,has_images,has_code_blocks
2023-07-13-Using-and-troubleshooting-GitHub-Actions-with-Container-Apps.md,Using and troubleshooting GitHub Actions with Container Apps,Anthony Salemo,2023-07-13,2.1,update_required,"Post is 2.1 years old, should be reviewed; References deprecated technology versions: php 7.3",troubleshooting; container apps; deployment; php; docker,,php 7.3,Update technology versions to currently supported versions; Consider updating php 7.3 to 8.3; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,21610,True,True
2023-07-17-Troubleshooting-OCI-Runtime-Create-errors.md,Troubleshooting OCI runtime create errors,Anthony Salemo,2023-07-17,2.1,update_required,"Post is 2.1 years old, should be reviewed",python; troubleshooting; deployment; web apps for containers; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,9598,False,True
2023-07-20-How-to-download-files-from-a-custom-container.md,How to download files from a custom container,Anthony Salemo,2023-07-20,2.1,update_required,"Post is 2.1 years old, should be reviewed",configuration; dotnet; docker; deployment; web apps for containers; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4864,False,True
2023-07-24-Troubleshooting-volume-mount-issues-on-Azure-Container-Apps.md,Troubleshooting volume mount issues on Azure Container Apps,Anthony Salemo,2023-07-24,2.1,update_required,"Post is 2.1 years old, should be reviewed",configuration; dotnet; kubernetes; troubleshooting; container apps; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,15899,True,True
2023-07-27-wordpress-on-appservice-wpadmin-ip-restrictions.md,How to enable IP access restrictions on wp-admin for the WordPress on App Service offering,Aldmar Joubert,2023-07-27,2.1,update_required,"Post is 2.1 years old, should be reviewed",how-to; wordpress; ip filtering; configuration; azure app service on linux; dotnet; access restrictions; php; nginx,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,2460,True,True
2023-07-31-Using-pack-cli-and-buildpacks-to-deploy-Dockerfile-less-apps-to-Web-App-for-Containers.md,Using pack cli and buildpacks to deploy Dockerfile-less apps to Web App for Containers,Anthony Salemo,2023-07-31,2.1,update_required,"Post is 2.1 years old, should be reviewed; References deprecated technology versions: java 8",python; configuration; azure app service on linux; pack cli; dotnet; buildpacks; java; deployment; nodejs; php; docker,,java 8,Update technology versions to currently supported versions; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,13778,False,True
2023-08-02-Tomcat-deployments-on-App-Service.md,"Tomcat deployments on App Service - War file location, behavior and troubleshooting",Anthony Salemo,2023-08-02,2.1,update_required,"Post is 2.1 years old, should be reviewed; References deprecated technology versions: java 7",configuration; azure app service on linux; dotnet; deployment; java; docker,,java 7,Update technology versions to currently supported versions; Consider updating java 7 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,28687,False,True
2023-08-09-Deploying-Go-applications-to-App-Service-Linux-with-Azure-DevOps-pipelines.md,Deploying Go applications to App Service Linux with Azure DevOps pipelines,Anthony Salemo,2023-08-09,2.1,update_required,"Post is 2.1 years old, should be reviewed",python; configuration; azure app service on linux; dotnet; go; deployment; java,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,11201,True,True
2023-08-09-Deploying-Python-Applications-using-Github-Actions.md,Deploying Python Applications using Github Actions,Keegan D'Souza,2023-08-09,2.1,update_required,"Post is 2.1 years old, should be reviewed",how-to; python; app service; azure app service on linux; github actions,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,5998,True,True
2023-08-14-Troubleshooting-HTTP-409s-when-deploying-to-App-Service.md,Troubleshooting HTTP 409's when deploying to Azure App Service,Anthony Salemo,2023-08-14,2.1,update_required,"Post is 2.1 years old, should be reviewed",azure app service on linux; deployment; configuration; azure app service on windows,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,3912,True,True
2023-08-17-Using-Xdebug-with-Wordpress-on-App-Service-Linux.md,Using Xdebug with Wordpress on App Service Linux,Anthony Salemo,2023-08-17,2.1,update_required,"Post is 2.1 years old, should be reviewed",wordpress; configuration; azure app service on linux; dotnet; deployment; php; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,4579,False,True
2023-08-21-Deploying-Go-applications-App-Service-Linux-with-GitHub-Actions.md,Deploying Go applications to App Service Linux with GitHub Actions,Anthony Salemo,2023-08-21,2.0,update_required,"Post is 2.0 years old, should be reviewed",configuration; azure app service on linux; dotnet; go; deployment,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,8728,True,True
2023-08-23-Container-Apps-Troubleshooting-and-configuration-with-Health-Probes.md,Container Apps: Troubleshooting and configuration with Health Probes,Anthony Salemo,2023-08-23,2.0,update_required,"Post is 2.0 years old, should be reviewed",python; configuration; kubernetes; container apps; docker; deployment; nodejs; java; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,20668,True,True
2023-08-25-Container-Apps-Troubleshooting-image-pull-errors.md,Container Apps: Troubleshooting image pull errors,Anthony Salemo,2023-08-25,2.0,update_required,"Post is 2.0 years old, should be reviewed",configuration; troubleshooting; container apps; deployment; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,18231,True,True
2023-08-29-Container-Apps-Profiling-Java-applications-for-performance-issues.md,Container Apps: Profiling Java applications for performance issues,Anthony Salemo,2023-08-29,2.0,update_required,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: java 7, java 8",configuration; dotnet; container apps; docker; deployment; java; troubleshooting,,java 7; java 8,Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions; Cross-reference with current Microsoft Learn documentation; Update screenshots and UI references if applicable,11159,True,True
2023-09-06-capturing-a-network-trace-aca.md,Container Apps: How to capture a network trace using TCPDUMP,Aldmar Joubert,2023-09-06,2.0,update_required,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: java 8",how-to; configuration; networking; container apps; network trace; docker; tcpdump; java; storage mounts; troubleshooting,,java 8,Update technology versions to currently supported versions; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,3269,True,True
2023-09-12-Container-Apps-Profiling-Dotnet-applications-for-performance-issues.md,Container Apps: Profiling Dotnet applications for performance issues,Anthony Salemo,2023-09-12,2.0,update_required,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: java 8",configuration; dotnet; container apps; docker; deployment; java; troubleshooting,,java 8,Update technology versions to currently supported versions; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,13446,True,True
2023-09-18-Container-Apps-Profiling-Go-applications-for-performance-issues.md,Container Apps: Profiling Go applications for performance issues,Anthony Salemo,2023-09-18,2.0,update_required,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: java 8",configuration; go; container apps; docker; deployment; java; troubleshooting,,java 8,Update technology versions to currently supported versions; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,20993,True,True
2023-09-20-Deploying-Drupal-Applications-AppServiceLinux-Using-AppCache.md,Deploying Drupal Applications on App Service Linux with App Cache,Keegan D'Souza,2023-09-20,2.0,update_required,"Post is 2.0 years old, should be reviewed",azure app service on linux; how to; preformance; drupal; php; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,14115,True,True
2023-09-21-Container-Apps-Profiling-PHP-applications-for-performance-issues.md,Container Apps: Profiling PHP applications for performance issues,Anthony Salemo,2023-09-21,2.0,update_required,"Post is 2.0 years old, should be reviewed; References deprecated technology versions: php 5., java 8",configuration; container apps; docker; java; deployment; php; troubleshooting,,php 5.; java 8,Update technology versions to currently supported versions; Consider updating php 5. to 8.3; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,19810,True,True
2023-10-02-Container-Apps-Profiling-Python-applications-for-performance-issues.md,Container Apps: Profiling Python applications for performance issues,Anthony Salemo,2023-10-02,1.9,update_required,"Post is 1.9 years old, should be reviewed; References deprecated technology versions: python 2.7, java 8",python; configuration; container apps; docker; deployment; java; troubleshooting,,python 2.7; java 8,Update technology versions to currently supported versions; Consider updating python 2.7 to 3.12; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,26674,True,True
2023-10-19-Container-Apps-Profiling-Node-applications-for-performance-issues.md,Container Apps: Profiling Node applications for performance issues,Anthony Salemo,2023-10-19,1.9,update_required,"Post is 1.9 years old, should be reviewed; References deprecated technology versions: nodejs 4., java 8",node; configuration; container apps; docker; deployment; nodejs; java; troubleshooting,,nodejs 4.; java 8,Update technology versions to currently supported versions; Consider updating nodejs 4. to 22.; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,18245,True,True
2023-10-30-Troubleshooting-failed-job-executions-on-Container-App-Jobs.md,Troubleshooting failed job executions on Container App Jobs,Anthony Salemo,2023-10-30,1.8,update_required,"Post is 1.8 years old, should be reviewed",configuration; kubernetes; container apps; docker; jobs; deployment; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,11579,True,True
2023-11-01-Custom-Domain-Configuration-for-Azure-Spring-Apps-on-Standard-consumption-dedicated-plan.md,How to add custom domain to Azure Spring Apps on Standard consumption & dedicated(preview) plan?,Hao Guo,2023-11-01,1.8,update_required,"Post is 1.8 years old, should be reviewed",certificate; custom domain; configuration; spring apps; docker; java; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,5520,True,True
2023-11-03-Logging-with-supervisord-on-Web-Apps-for-Containers.md,Logging with supervisord on Web Apps for Containers,Anthony Salemo,2023-11-03,1.8,update_required,"Post is 1.8 years old, should be reviewed",configuration; logging; linux; docker; web apps for containers; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,4785,False,True
2023-11-20-Installing-troubleshooting-tools-in-a-Container-Apps-helloworld-image.md,Installing troubleshooting tools in a Container Apps 'hello-world' image,Anthony Salemo,2023-11-20,1.8,update_required,"Post is 1.8 years old, should be reviewed",configuration; dotnet; container apps; docker; deployment; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,5502,True,True
2023-11-29-Troubleshooting-Jobs-when-using-self-hosted-CICD-runners.md,Troubleshooting Container App Jobs when using self-hosted CI/CD runners and agents,Anthony Salemo,2023-11-29,1.8,update_required,"Post is 1.8 years old, should be reviewed",configuration; kubernetes; container apps; docker; jobs; deployment; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,23076,True,True
2023-12-01-Troubleshooting-HTTP-404s-with-NGINX-and-PHP.md,Troubleshooting HTTP 404s with NGINX and PHP,Anthony Salemo,2023-12-01,1.8,update_required,"Post is 1.8 years old, should be reviewed; References deprecated technology versions: php 7.0",azure app service on linux; performance; nginx; nodejs; php; troubleshooting,,php 7.0,Update technology versions to currently supported versions; Consider updating php 7.0 to 8.3; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,6985,True,True
2023-12-05-Collecting-a-Network-Trace-on-Linux-Web-Apps.md,Collecting a Network Trace on Linux Web Apps,Fred Cardoso,2023-12-05,1.7,update_required,"Post is 1.7 years old, should be reviewed",network; azure app service on linux; dotnet; performance; linux; docker; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,5818,True,False
2024-01-11-Container-Apps-Demystifying-restarts.md,Container Apps - Demystifying restarts,Anthony Salemo,2024-01-11,1.6,update_required,"Post is 1.6 years old, should be reviewed",configuration; kubernetes; troubleshooting; container apps; linux; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,7495,True,True
2024-01-16-Container-Apps-Troubleshooting-OCI-Container-create-failed-issues.md,Container Apps - Troubleshooting 'ContainerCreateFailure' and 'OCI runtime create failed' issues,Anthony Salemo,2024-01-16,1.6,update_required,"Post is 1.6 years old, should be reviewed",python; configuration; kubernetes; container apps; linux; docker; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,9624,True,True
2024-01-17-Container-Apps-Using-the-command-override-option.md,Container Apps - Using the 'Command override' option,Anthony Salemo,2024-01-17,1.6,update_required,"Post is 1.6 years old, should be reviewed",python; configuration; kubernetes; container apps; linux; docker; java; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,5737,True,True
2024-01-18-Changing-php-fpm-pm-settings-in-App-Service-Wordpress-on-Linux.md,Changing php-fpm 'pm' settings in App Service Wordpress on Linux,Anthony Salemo,2024-01-18,1.6,update_required,"Post is 1.6 years old, should be reviewed",wordpress; configuration; azure app service on linux; deployment; php; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,5248,False,True
2024-01-18-Installing-Oracle-database-instant-client-for-nodejs-on-Linux-and-Widows-apps-service.md,Installing Oracle database instant client for Nodejs on Linux and Widows apps service,Ryan Douglass,2024-01-18,1.6,update_required,"Post is 1.6 years old, should be reviewed",oracle database; oracle; how-to; azure app service on linux; dotnet; azure app service on windows; nodejs; java,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,5775,True,True
2024-01-19-Container-Apps-Backoff-restarts-and-container-exits.md,Container Apps - Backoff restarts and container exits,Anthony Salemo,2024-01-19,1.6,update_required,"Post is 1.6 years old, should be reviewed",configuration; kubernetes; troubleshooting; container apps; linux; docker,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,8587,True,True
2024-01-24-Using-mysql-client-to-connect-to-a-MySQL-db-from-App-Service-Linux.md,Using MySQL clients to connect to a MySQL database from App Service Linux,Anthony Salemo,2024-01-24,1.6,update_required,"Post is 1.6 years old, should be reviewed",network; configuration; azure app service on linux; linux; docker; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,4253,True,False
2024-01-30-Wordpress-on-Linux-Configuring-NGINX.md,Wordpress on Linux - Configuring NGINX,Anthony Salemo,2024-01-30,1.6,update_required,"Post is 1.6 years old, should be reviewed",wordpress; configuration; azure app service on linux; dotnet; linux; docker; php; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,12153,True,True
2024-02-05-NextJS-deployment-on-App-Service-Windows.md,NextJS deployment on App Service Windows,Anthony Salemo,2024-02-05,1.6,update_required,"Post is 1.6 years old, should be reviewed; References deprecated technology versions: nodejs 10.",npm; node; configuration; ssr; production; dotnet; spas; next; windows; azure app service on windows; yarn; docker; deployment; nodejs; deploy; troubleshooting,,nodejs 10.,Update technology versions to currently supported versions; Consider updating nodejs 10. to 22.; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,30897,True,True
2024-02-12-Container-Apps-General-troubleshooting-with-Dapr-on-Container-Apps.md,Container Apps - General troubleshooting with Dapr on Container Apps,Anthony Salemo,2024-02-12,1.6,update_required,"Post is 1.6 years old, should be reviewed",python; configuration; dotnet; kubernetes; container apps; linux; docker; troubleshooting,,,Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,41251,True,True
2024-03-06-Container-Apps-Using-multi-containers-in-a-pod.md,Container Apps - Using multicontainers in a pod,Anthony Salemo,2024-03-06,1.5,up_to_date,Recent post with current technologies,configuration; kubernetes; troubleshooting; container apps; linux; docker,,,,19521,True,True
2024-04-01-Running-self-hosted-agent-Jobs-locally-for-Container-Apps.md,Running self-hosted agent Jobs locally with KEDA for Container Apps,Anthony Salemo,2024-04-01,1.4,up_to_date,Recent post with current technologies,configuration; kubernetes; container apps; linux; docker; jobs; troubleshooting,,,,8425,True,True
2024-04-15-Installing-intl-with-Wordpress-on-App-Service-Linux.md,Installing intl with Wordpress on App Service Linux,Anthony Salemo,2024-04-15,1.4,update_required,References deprecated technology versions: php 5.,wordpress; configuration; azure app service on linux; deployment; php; docker,,php 5.,Update technology versions to currently supported versions; Consider updating php 5. to 8.3; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,4873,True,True
2024-04-18-Deploying-a-Python-Streamlit-app-to-App-Service-Linux.md,Deploying a Python Streamlit app to App Service Linux,Anthony Salemo,2024-04-18,1.4,update_required,References deprecated technology versions: python 3.7,python; streamlit; azure app service on linux; github actions; dotnet; azure devops; docker; deployment; deploy; troubleshooting,,python 3.7,Update technology versions to currently supported versions; Consider updating python 3.7 to 3.12; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,30164,True,True
2024-04-22-Deploying-a-Python-FastAPI-app-to-App-Service-Linux.md,Deploying a Python FastAPI app to App Service Linux,Anthony Salemo,2024-04-22,1.4,update_required,"References deprecated technology versions: python 2.7, python 3.7",python; azure app service on linux; github actions; dotnet; troubleshooting; azure devops; docker; deployment; deploy; fastapi,,python 2.7; python 3.7,Update technology versions to currently supported versions; Consider updating python 2.7 to 3.12; Consider updating python 3.7 to 3.12; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,24174,True,True
2024-05-16-Preventing-File-Locks-Azure-Container-Apps.md,Preventing File Locks when mounting storage on Azure Container Apps,Keegan D'Souza,2024-05-16,1.3,up_to_date,Recent post with current technologies,azure container apps; python; kubernetes; failing revisions; file locking; docker; troubleshooting,,,,4289,True,True
2024-05-20-Installing-database-clients-to-connect-and-troubleshoot-database-connections.md,Installing database clients to connect and troubleshoot database connections,Anthony Salemo,2024-05-20,1.3,up_to_date,Recent post with current technologies,network; configuration; azure app service on linux; dotnet; container apps; linux; docker; troubleshooting,,,,13005,True,True
2024-05-27-Graceful-termination-on-Container-Apps.md,Graceful termination on Container Apps,Anthony Salemo,2024-05-27,1.3,up_to_date,Recent post with current technologies,python; configuration; dotnet; kubernetes; container apps; linux; docker; java; troubleshooting,,,,10225,True,True
2024-06-03-Configuring-datasources-with-JBoss-EAP-on-App-Service-Linux.md,Configuring datasources with JBoss EAP on App Service Linux,Anthony Salemo,2024-06-03,1.3,update_required,"References deprecated technology versions: java 7, java 8",jboss eap; configuration; azure app service on linux; dotnet; java; troubleshooting,,java 7; java 8,Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,24139,True,True
2024-06-10-Container-Apps-Binding-to-ports-under-1024.md,Container Apps - Binding to ports under 1024,Anthony Salemo,2024-06-10,1.2,up_to_date,Recent post with current technologies,python; configuration; container apps; linux; docker; nodejs; java; troubleshooting,,,,2821,False,False
2024-07-01-Gunicorn-and-Critical-Worker-Timeouts-on-App-Service-Linux.md,Gunicorn - '[CRITICAL] Worker Timeout' on App Service Linux,Anthony Salemo,2024-07-01,1.2,up_to_date,Recent post with current technologies,python; configuration; troubleshooting; linux; docker,,,,8909,True,True
2024-07-02-Container-App-Job-runner-for-entire-Github-Orginization.md,Using a Container App Job as Github Actions Runner for your entire Github Orginization,Keegan D'Souza,2024-07-02,1.2,up_to_date,Recent post with current technologies,github action; how to; organization; docker; container app jobs; azure container app jobs,,,,4348,True,False
2024-07-02-Java-on-App-Service-Linux-java-lang-NoSuchMethod-exceptions.md,Java on App Service Linux - java.lang.NoSuchMethod exceptions,Anthony Salemo,2024-07-02,1.2,update_required,"References deprecated technology versions: java 7, java 8",configuration; azure app service on linux; troubleshooting; java; docker,,java 7; java 8,Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,18522,True,True
2024-07-12-Spring-Cloud-Gateway-RestClientException-and-failed-provisioning.md,Troubleshooting 'com.hazelcast.kubernetes.RestClientException' with Spring Cloud Gateway on Azure Spring Apps,Anthony Salemo,2024-07-12,1.1,up_to_date,Recent post with current technologies,configuration; kubernetes; spring apps; deployments; docker; azure spring apps; java; troubleshooting,,,,12215,True,True
2024-07-17-Deploying-a-Quart-app-to-Python-App-Service-Linux.md,Deploying a Quart app to Python App Service Linux,Anthony Salemo,2024-07-17,1.1,up_to_date,Recent post with current technologies,python; configuration; dotnet; linux; docker; troubleshooting,,,,26879,True,True
2024-07-25-Deploying-your-own-virtual-environment-with-Python-and-App-Service-Linux.md,Deploying your own virtual environment with Python and App Service Linux,Anthony Salemo,2024-07-25,1.1,up_to_date,Recent post with current technologies,python; configuration; troubleshooting; linux; docker,,,,14067,True,True
2024-07-30-Deploying-Angular-SSR-to-App-Service-Windows.md,Deploying Angular SSR (Universal) to App Service Windows,Anthony Salemo,2024-07-30,1.1,update_required,References deprecated technology versions: nodejs 4.,github actions; dotnet; angular; azure app service on windows; azure devops; javascript; deployment; nodejs; deploy; troubleshooting,,nodejs 4.,Update technology versions to currently supported versions; Consider updating nodejs 4. to 22.; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,29239,True,True
2024-08-05-Java-on-Linux-App-Service-PKIX-path-building-failed.md,Java on App Service Linux - PKIX path building failed,Anthony Salemo,2024-08-05,1.1,update_required,"References deprecated technology versions: java 7, java 8",configuration; azure app service on linux; dotnet; docker; java; troubleshooting,,java 7; java 8,Update technology versions to currently supported versions; Consider updating java 7 to 21; Consider updating java 8 to 21; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,21901,True,True
2024-08-13-Setting-up-a-basic-Elasticsearch-container-on-Container-Apps.md,Setting up a basic Elasticsearch container on Container Apps,Anthony salemo,2024-08-13,1.1,up_to_date,Recent post with current technologies,configuration; how to; elasticsearch; azure container app; container apps; docker; deployment; java; troubleshooting,,,,8123,True,False
2024-08-23-Troubleshooting-general-KEDA-scaling-scenarios.md,Troubleshooting general KEDA scaling scenarios,Anthony Salemo,2024-08-23,1.0,up_to_date,Recent post with current technologies,configuration; how to; dotnet; azure container app; kubernetes; container apps; keda; docker; scaling; troubleshooting,,,,15692,True,True
2024-08-24-Deploying-Reflex-Application-to-Azure-Container-Apps.md,Deploying Reflex Applications to Azure Container Apps,Keegan D'Souza,2024-08-24,1.0,up_to_date,Recent post with current technologies,how-to; python; azure container apps; reflex; nodejs; docker,,,,6286,True,True
2024-08-27-Troubleshooting-general-secret-issues-on-Container-Apps.md,Troubleshooting general secret issues on Container Apps,Anthony Salemo,2024-08-27,1.0,up_to_date,Recent post with current technologies,configuration; how to; dotnet; azure container app; secrets; kubernetes; container apps; docker; troubleshooting,,,,11880,True,True
2024-08-30-PHP-sessions-on-App-Service-Linux.md,PHP sessions on App Service Linux - 'Session data file is not created by your uid',Anthony Salemo,2024-08-30,1.0,update_required,References deprecated technology versions: php 5.,configuration; app service; azure app service on linux; how to; linux; php; docker,,php 5.,Update technology versions to currently supported versions; Consider updating php 5. to 8.3; Review and update technical details for current best practices; Verify all links and references are still valid; Test any code examples with current versions,5699,True,True
2024-09-27-Deploying-JAR-based-Java-applications-with-CICD-on-Windows-App-Services.md,Deploying JAR based Java applications with CI/CD (Azure DevOps) on App Service Windows,Prakash Matte,2024-09-27,0.9,up_to_date,References deprecated technology versions: java 7,gradle; configuration; spring; windows; azure app service on windows; maven; docker; deployment; java; deploy; troubleshooting,,java 7,Update technology versions to currently supported versions; Consider updating java 7 to 21,14667,False,True
2024-09-27-Deploying-WAR-based-Java-applications-with-CICD-on-Windows-App-Services.md,Deploying WAR based Java applications with CI/CD (Azure DevOps) on App Service Windows,Prakash Matte,2024-09-27,0.9,up_to_date,References deprecated technology versions: java 7,gradle; configuration; spring; dotnet; windows; azure app service on windows; maven; docker; deployment; java; deploy; troubleshooting,,java 7,Update technology versions to currently supported versions; Consider updating java 7 to 21,17666,False,True
2024-10-03-Container-Apps-Referencing-env-vars-through-other-environment-variables.md,Container Apps - Referencing env vars through other environment variables,Anthony Salemo,2024-10-03,0.9,up_to_date,Recent post with current technologies,how-to; azure container apps; configuration; kubernetes; linux; docker,,,,1281,True,False
2024-10-04-Container-Apps-Using-labels-with-KEDA-and-GitHub-Action-runners.md,Container Apps - Using labels with KEDA and GitHub Action runners,Anthony Salemo,2024-10-04,0.9,up_to_date,Recent post with current technologies,how-to; azure container apps; configuration; keda; linux; docker,,,,4658,True,True
2024-10-07-Connection-timeouts-when-using-Reactor-Netty-based-HTTP-clients.md,Connection timeouts when using Reactor Netty based HTTP clients,Anthony Salemo,2024-10-07,0.9,up_to_date,Recent post with current technologies,azure container apps; configuration; azure app service on linux; linux; docker; java; troubleshooting,,,,4961,False,True
2024-10-08-Container-Apps-'Target-port-does-not-match-the-listening-port'.md,Container Apps - 'Target port does not match the listening port',Anthony Salemo,2024-10-08,0.9,up_to_date,Recent post with current technologies,how-to; azure container apps; configuration; linux; ingress; docker,,,,6308,True,True
2024-10-14-deploying-applications-to-azure-appservice-using-oryx.md,Deploying Applications to Azure App Service Using Oryx,Jay,2024-10-14,0.9,up_to_date,Recent post with current technologies,oryx; python; azure app service on linux; dotnet; linux; app services; java; nodejs; php; troubleshooting,,,,13958,False,False
2024-10-14-rebuild-your-nodejs-project-the-right-way.md,Rebuild Your Node.js Project the Right Way,Jay,2024-10-14,0.9,up_to_date,Recent post with current technologies,azure app service on linux; nodejs; troubleshooting,,,,3588,False,True
2024-10-31-Using-additional-tcp-ports-in-Azure-Container-Apps.md,Using additional TCP ports in Azure Container Apps,Anthony Salemo,2024-10-31,0.8,up_to_date,Recent post with current technologies,how-to; azure container apps; configuration; linux; ingress; docker,,,,9653,True,True
2024-11-05-Checkingpoint-strategies-with-KEDA-Azure-Eventhub-and-Container-Apps.md,"Checkpoint strategies with Dapr, KEDA, Azure EventHub and Container Apps",Anthony Salemo,2024-11-05,0.8,up_to_date,Recent post with current technologies,how-to; azure container apps; configuration; dotnet; kubernetes; keda; dapr; docker,,,,10932,True,True
2024-11-11-container-apps-ui-cli-deployments.md,Container Apps - Deployments through UI and CLI,Prakash Matte,2024-11-11,0.8,up_to_date,Recent post with current technologies,ui; kubernetes; container apps; cli; docker; deployment; java; deploy; troubleshooting,,,,7056,False,True
2024-12-02-Using-Zipkin-and-OpenTelemetry-on-Azure-Container-Apps.md,Using Zipkin and OpenTelemetry on Azure Container Apps,Anthony Salemo,2024-12-02,0.8,up_to_date,Recent post with current technologies,how-to; azure container apps; python; configuration; kubernetes; linux; observability; docker,,,,12485,True,True
2024-12-05-Increasing-file-upload-size-on-App-Service-Linux-PHP.md,Increasing file upload size on App Service Linux PHP,Anthony Salemo,2024-12-05,0.7,up_to_date,References deprecated technology versions: php 5.,configuration; app service; azure app service on linux; how to; linux; php; docker,,php 5.,Update technology versions to currently supported versions; Consider updating php 5. to 8.3,7075,True,True
